TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,Target
0.15571505883560377,494553.9372743385,1.2249422804395627,467.5064647220391,1.0107398568019093,0.669369421035468,1.530230708035004,0.43627521983086814,0.030429594272076373,0.4246526775334471,11094.128054893034,0
0.18434656665676374,855821.8916002476,1.2249422804395627,207.2100325363309,1.0107398568019093,0.660140390722354,1.530230708035004,0.4859527074194312,0.030429594272076373,0.5761373777694881,20136.526111149786,0
0.1645855687832336,916758.6549805214,1.2249422804395627,306.37057813088643,2.672088583730827,0.4340291480510575,4.9809764332868225,0.41557626666896685,0.030429594272076373,0.3547528607150342,4442.2490250030105,2
0.16918763994233818,594664.3342562169,1.2249422804395627,430.32126012408077,2.672088583730827,0.466330754146957,4.9809764332868225,0.38990956474820926,0.030429594272076373,0.4852144971884552,17122.39342573087,2
0.1556644605613927,1407879.9503191567,0.7879872712808274,33.67907774585882,2.672088583730827,0.5540065421215413,4.9809764332868225,0.5331463206285662,0.030429594272076373,0.465248376764362,1843.8587789522196,1
0.16188646709328636,461909.2426063347,1.2249422804395627,368.34591912748357,1.0107398568019093,0.42941463289450044,4.9809764332868225,0.5116194093401888,0.030429594272076373,0.34878453836900486,1532.0519494261248,2
0.15516084961338553,223240.25270026218,0.7879872712808274,504.6916693199974,1.0107398568019093,0.5170904208690847,1.530230708035004,0.4842967911664791,0.030429594272076373,0.5683903142140997,23670.33684577886,1
0.16815353771314925,608447.6497827074,0.7879872712808274,219.60510073565035,1.841414220266368,0.6555258755657969,3.830727858202883,0.6101464263908389,0.030429594272076373,0.3840783519288044,28347.439288670284,1
0.16299962912593008,405325.1051817947,0.7879872712808274,157.62975973905318,1.841414220266368,0.5816936330608837,2.6804792831189435,0.4404150104632484,0.030429594272076373,0.4944310851468875,30322.215875668884,1
0.21911074343191345,443773.3011241103,1.2249422804395627,343.5557827288447,1.0107398568019093,0.6001516936871121,1.530230708035004,0.4685655867634341,0.030429594272076373,0.3529926900334198,1116.3095100579983,0
0.15600678951035202,375582.16115094675,0.7879872712808274,21.28400954653938,2.672088583730827,0.5863081482174408,2.6804792831189435,0.418060141048395,0.030429594272076373,0.46822877127373036,2467.472438004409,1
0.16962405005740874,171008.74123145605,1.2249422804395627,293.975509931567,2.672088583730827,0.44325817836417164,4.9809764332868225,0.5124473674666649,0.030429594272076373,0.3618737821368415,5273.733903739263,2
0.19369776020939883,753535.1816405022,0.7879872712808274,306.37057813088643,1.841414220266368,0.45710172383384284,4.9809764332868225,0.46111396362514967,0.030429594272076373,0.3634717234911766,14212.196350153983,2
0.2164068981537589,1577632.3625927768,1.2249422804395627,293.975509931567,1.0107398568019093,0.466330754146957,4.9809764332868225,0.4710494611428623,0.030429594272076373,0.338413249010899,4650.120244687074,2
0.16780330278384445,206555.18653661577,1.2249422804395627,281.58044173224755,2.672088583730827,0.42941463289450044,4.9809764332868225,0.4801570005340989,0.030429594272076373,0.3403445838963491,23670.33684577886,2
0.19139949172296747,1708936.578924081,1.2249422804395627,145.23469153973375,1.0107398568019093,0.5124759057125277,2.6804792831189435,0.4760172099017186,0.030429594272076373,0.39580406345666846,37078.03051540094,0
0.1985425449651097,1474620.2149737424,0.7879872712808274,46.07414594517825,1.841414220266368,0.4340291480510575,4.9809764332868225,0.5000279955695242,0.030429594272076373,0.3549089582642846,7664.252930105991,2
0.1935720551219057,1718367.2684948377,1.2249422804395627,120.44455514109487,2.672088583730827,0.5263194511821989,2.6804792831189435,0.562952813181704,0.030429594272076373,0.42461343415406205,34167.833439824055,0
0.15607794333346134,257335.82268684395,0.7879872712808274,21.28400954653938,1.841414220266368,0.6186097543133403,3.830727858202883,0.45697417299276943,0.030429594272076373,0.47434040203197836,35207.18953824437,1
0.1602523009558754,762965.8712112589,0.7879872712808274,120.44455514109487,2.672088583730827,0.42941463289450044,4.9809764332868225,0.5091355349607607,0.030429594272076373,0.4501675314927339,18577.49196351931,2
0.1592909337458649,300862.0822441824,1.2249422804395627,269.1853735329281,1.841414220266368,0.6739839361920251,3.830727858202883,0.40067302039239794,0.030429594272076373,0.4358419460806101,18993.23440288744,0
0.16138206554724466,1074178.6270462289,1.2249422804395627,256.79030533360867,1.841414220266368,0.5217049360256418,1.530230708035004,0.44621071734858075,0.030429594272076373,0.4953254487708192,11613.806104103192,0
0.15872802794526664,747731.6803661904,1.2249422804395627,33.67907774585882,2.672088583730827,0.5263194511821989,2.6804792831189435,0.4685655867634341,0.030429594272076373,0.4923250821844424,4130.442195476915,0
0.18194314863173747,583057.3317075933,1.2249422804395627,182.41989613769204,2.672088583730827,0.4478726935207287,4.9809764332868225,0.48678066554590727,0.10475173386312706,0.35966091104303527,4442.2490250030105,2
0.16610746999973874,317547.1484078288,1.2249422804395627,430.32126012408077,2.672088583730827,0.44325817836417164,4.9809764332868225,0.4486945917280089,0.030429594272076373,0.3689191950920642,4961.927074213168,2
0.15519326413280202,1436897.4566907159,0.7879872712808274,207.2100325363309,2.672088583730827,0.6462968452526827,3.830727858202883,0.5977270544936981,0.030429594272076373,0.3987671137938979,21071.94659972807,1
0.17412334347202207,514140.7540751408,1.2249422804395627,318.7656463302058,1.0107398568019093,0.4524872086772858,4.9809764332868225,0.5000279955695242,0.17907387345417772,0.34688666547222685,32816.670511877644,2
